sample,fctngrp,count,tray_num,block_num,desert,fire_name_fg,fire_year_fg,TSF_fg,TSF2_fg,burn_fg,plot_num_fg,fullplot_name_fg,line_fg,location_fg,overstory_fg,unique_ID_fg,date_coll_fg,data_type,fire_name_attr,fire_year_attr,TSF_attr,TSF2_attr,burn_attr,plot_num_attr,fullplot_name_attr,line_attr,location_attr,overstory_attr,unique_ID_attr,date_coll_attr
194,AF,12,25,2,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,3,10,I,SO-GAT-CON-1-3-10-I,2018-09-24,seedbank,GAT,CON,control,30C,control,37,SO-GAT-CON-1,3,10,I,SO-GAT-CON-1-3-10-I,2018-09-24
196,AF,49,25,2,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,1,10,S,SO-GAT-80-1-1-10-S,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,1,10,S,SO-GAT-80-1-1-10-S,2018-09-23
196,SH,4,25,2,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,1,10,S,SO-GAT-80-1-1-10-S,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,1,10,S,SO-GAT-80-1-1-10-S,2018-09-23
197,AF,1,25,2,GB,OW,1,15,15F,burned,3,GB-OW-01-3,2,20,S,GB-OW-01-3-2-20-S,2018-06-26,seedbank,OW,1,15,15F,burned,15,GB-OW-01-3,2,20,S,GB-OW-01-3-2-20-S,2018-06-26
197,AG,1,25,2,GB,OW,1,15,15F,burned,3,GB-OW-01-3,2,20,S,GB-OW-01-3-2-20-S,2018-06-26,seedbank,OW,1,15,15F,burned,15,GB-OW-01-3,2,20,S,GB-OW-01-3-2-20-S,2018-06-26
198,AF,8,25,2,CH,JCB,1,15,15F,burned,2,CH-JCB-01-2,1,20,S,CH-JCB-01-2-1-20-S,2018-10-19,seedbank,JCB,1,15,15F,burned,2,CH-JCB-01-2,1,20,S,CH-JCB-01-2-1-20-S,2018-10-19
199,PG,2,25,2,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,3,20,I,GB-OW-CON-1-3-20-I,2018-06-26,seedbank,OW,CON,control,15C,control,16,GB-OW-CON-1,3,20,I,GB-OW-CON-1-3-20-I,2018-06-26
200,AF,4,25,2,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,1,20,I,SO-GAT-80-1-1-20-I,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,1,20,I,SO-GAT-80-1-1-20-I,2018-09-23
201,AF,2,26,2,CP,,CON,control,con,control,3,MV-CON-3,2,10,S,MV-CON-3-2-2-10-S,2018-06-07,seedbank,,CON,control,con,control,33,MV-CON-3,2,10,S,MV-CON-3-2-2-10-S,2018-06-07
202,AF,15,26,2,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,2,20,S,SO-GAT-CON-2-2-20-S,2018-09-24,seedbank,GAT,CON,control,30C,control,38,SO-GAT-CON-2,2,20,S,SO-GAT-CON-2-2-20-S,2018-09-24
202,AG,2,26,2,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,2,20,S,SO-GAT-CON-2-2-20-S,2018-09-24,seedbank,GAT,CON,control,30C,control,38,SO-GAT-CON-2,2,20,S,SO-GAT-CON-2-2-20-S,2018-09-24
203,AF,12,26,2,CH,KNT,89,30,30F,burned,3,CH-KNT-89-3,3,10,I,CH-KNT-89-3-3-10-I,2018-10-22,seedbank,KNT,89,30,30F,burned,9,CH-KNT-89-3,3,10,I,CH-KNT-89-3-3-10-I,2018-10-22
204,AF,3,26,2,SO,GST,5,15,15F,burned,1,SO-GST-05-1,2,10,I,SO-GST-05-1-2-10-I,2018-09-27,seedbank,GST,5,15,15F,burned,40,SO-GST-05-1,2,10,I,SO-GST-05-1-2-10-I,2018-09-27
204,AG,5,26,2,SO,GST,5,15,15F,burned,1,SO-GST-05-1,2,10,I,SO-GST-05-1-2-10-I,2018-09-27,seedbank,GST,5,15,15F,burned,40,SO-GST-05-1,2,10,I,SO-GST-05-1-2-10-I,2018-09-27
205,AF,7,26,2,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,3,20,S,SO-GAT-CON-1-3-20-S,2018-09-24,seedbank,GAT,CON,control,30C,control,37,SO-GAT-CON-1,3,20,S,SO-GAT-CON-1-3-20-S,2018-09-24
205,AG,2,26,2,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,3,20,S,SO-GAT-CON-1-3-20-S,2018-09-24,seedbank,GAT,CON,control,30C,control,37,SO-GAT-CON-1,3,20,S,SO-GAT-CON-1-3-20-S,2018-09-24
206,PF,1,26,2,CP,,89,30,30F,burned,3,MV-89-3,3,20,I,MV-89-3-3-3-20-I,2018-06-07,seedbank,,89,30,30F,burned,30,MV-89-3,3,20,I,MV-89-3-3-3-20-I,2018-06-07
206,PG,20,26,2,CP,,89,30,30F,burned,3,MV-89-3,3,20,I,MV-89-3-3-3-20-I,2018-06-07,seedbank,,89,30,30F,burned,30,MV-89-3,3,20,I,MV-89-3-3-3-20-I,2018-06-07
207,AF,29,26,2,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,1,10,S,SO-GAT-CON-1-1-10-S,2018-09-24,seedbank,GAT,CON,control,30C,control,37,SO-GAT-CON-1,1,10,S,SO-GAT-CON-1-1-10-S,2018-09-24
207,PF,1,26,2,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,1,10,S,SO-GAT-CON-1-1-10-S,2018-09-24,seedbank,GAT,CON,control,30C,control,37,SO-GAT-CON-1,1,10,S,SO-GAT-CON-1-1-10-S,2018-09-24
207,SH,2,26,2,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,1,10,S,SO-GAT-CON-1-1-10-S,2018-09-24,seedbank,GAT,CON,control,30C,control,37,SO-GAT-CON-1,1,10,S,SO-GAT-CON-1-1-10-S,2018-09-24
208,AF,2,26,2,CP,,89,30,30F,burned,2,MV-89-2,3,20,I,MV-89-2-3-3-20-I,2018-06-07,seedbank,,89,30,30F,burned,29,MV-89-2,3,20,I,MV-89-2-3-3-20-I,2018-06-07
208,AG,1,26,2,CP,,89,30,30F,burned,2,MV-89-2,3,20,I,MV-89-2-3-3-20-I,2018-06-07,seedbank,,89,30,30F,burned,29,MV-89-2,3,20,I,MV-89-2-3-3-20-I,2018-06-07
208,PF,1,26,2,CP,,89,30,30F,burned,2,MV-89-2,3,20,I,MV-89-2-3-3-20-I,2018-06-07,seedbank,,89,30,30F,burned,29,MV-89-2,3,20,I,MV-89-2-3-3-20-I,2018-06-07
208,PG,15,26,2,CP,,89,30,30F,burned,2,MV-89-2,3,20,I,MV-89-2-3-3-20-I,2018-06-07,seedbank,,89,30,30F,burned,29,MV-89-2,3,20,I,MV-89-2-3-3-20-I,2018-06-07
209,AF,1,27,2,GB,RAD,CON,control,30C,control,3,GB-RAD-CON-3,1,10,S,GB-RAD-CON-3-1-10-S,2018-06-24,seedbank,RAD,CON,control,30C,control,24,GB-RAD-CON-3,1,10,S,GB-RAD-CON-3-1-10-S,2018-06-24
211,AF,1,27,2,CP,,89,30,30F,burned,2,MV-89-2,1,10,S,MV-89-2-1-1-10-S,2018-06-07,seedbank,,89,30,30F,burned,29,MV-89-2,1,10,S,MV-89-2-1-1-10-S,2018-06-07
211,AG,1,27,2,CP,,89,30,30F,burned,2,MV-89-2,1,10,S,MV-89-2-1-1-10-S,2018-06-07,seedbank,,89,30,30F,burned,29,MV-89-2,1,10,S,MV-89-2-1-1-10-S,2018-06-07
211,PG,2,27,2,CP,,89,30,30F,burned,2,MV-89-2,1,10,S,MV-89-2-1-1-10-S,2018-06-07,seedbank,,89,30,30F,burned,29,MV-89-2,1,10,S,MV-89-2-1-1-10-S,2018-06-07
212,AF,4,27,2,GB,RAD,84,30,30F,burned,1,GB-RAD-84-1,2,20,I,GB-RAD-84-1-2-20-I,2018-06-23,seedbank,RAD,84,30,30F,burned,19,GB-RAD-84-1,2,20,I,GB-RAD-84-1-2-20-I,2018-06-23
212,AG,1,27,2,GB,RAD,84,30,30F,burned,1,GB-RAD-84-1,2,20,I,GB-RAD-84-1-2-20-I,2018-06-23,seedbank,RAD,84,30,30F,burned,19,GB-RAD-84-1,2,20,I,GB-RAD-84-1-2-20-I,2018-06-23
213,AF,1,27,2,CP,,89,30,30F,burned,3,MV-89-3,2,10,S,MV-89-3-2-2-10-S,2018-06-07,seedbank,,89,30,30F,burned,30,MV-89-3,2,10,S,MV-89-3-2-2-10-S,2018-06-07
213,PG,2,27,2,CP,,89,30,30F,burned,3,MV-89-3,2,10,S,MV-89-3-2-2-10-S,2018-06-07,seedbank,,89,30,30F,burned,30,MV-89-3,2,10,S,MV-89-3-2-2-10-S,2018-06-07
214,AF,13,27,2,CH,JCB,CON,control,15C,control,3,CH-JCB-CON-3,2,20,S,CH-JCB-CON-3-2-20-S,2018-10-21,seedbank,JCB,CON,control,15C,control,6,CH-JCB-CON-3,2,20,S,CH-JCB-CON-3-2-20-S,2018-10-21
215,PG,8,27,2,GB,OW,1,15,15F,burned,2,GB-OW-01-2,1,20,I,GB-OW-01-2-1-20-I,2018-06-26,seedbank,OW,1,15,15F,burned,14,GB-OW-01-2,1,20,I,GB-OW-01-2-1-20-I,2018-06-26
216,AF,5,27,2,CH,KNT,89,30,30F,burned,3,CH-KNT-89-3,1,20,I,CH-KNT-89-3-1-20-I,2018-10-22,seedbank,KNT,89,30,30F,burned,9,CH-KNT-89-3,1,20,I,CH-KNT-89-3-1-20-I,2018-10-22
217,AG,1,28,3,GB,RAD,84,30,30F,burned,1,GB-RAD-84-1,1,10,I,GB-RAD-84-1-1-10-I,2018-06-23,seedbank,RAD,84,30,30F,burned,19,GB-RAD-84-1,1,10,I,GB-RAD-84-1-1-10-I,2018-06-23
218,AG,3,28,3,SO,GST,5,15,15F,burned,3,SO-GST-05-3,2,20,I,SO-GST-05-3-2-20-I,2018-09-26,seedbank,GST,5,15,15F,burned,42,SO-GST-05-3,2,20,I,SO-GST-05-3-2-20-I,2018-09-26
218,SH,1,28,3,SO,GST,5,15,15F,burned,3,SO-GST-05-3,2,20,I,SO-GST-05-3-2-20-I,2018-09-26,seedbank,GST,5,15,15F,burned,42,SO-GST-05-3,2,20,I,SO-GST-05-3-2-20-I,2018-09-26
219,AG,1,28,3,GB,RAD,CON,control,30C,control,2,GB-RAD-CON-2,3,20,S,GB-RAD-CON-2-3-20-S,2018-06-23,seedbank,RAD,CON,control,30C,control,23,GB-RAD-CON-2,3,20,S,GB-RAD-CON-2-3-20-S,2018-06-23
220,AF,10,28,3,CH,JCB,1,15,15F,burned,1,CH-JCB-01-1,1,10,S,CH-JCB-01-1-1-10-S,2018-10-20,seedbank,JCB,1,15,15F,burned,1,CH-JCB-01-1,1,10,S,CH-JCB-01-1-1-10-S,2018-10-20
221,AF,2,28,3,CP,,89,30,30F,burned,3,MV-89-3,1,20,S,MV-89-3-1-1-20-S,2018-06-07,seedbank,,89,30,30F,burned,30,MV-89-3,1,20,S,MV-89-3-1-1-20-S,2018-06-07
221,AG,3,28,3,CP,,89,30,30F,burned,3,MV-89-3,1,20,S,MV-89-3-1-1-20-S,2018-06-07,seedbank,,89,30,30F,burned,30,MV-89-3,1,20,S,MV-89-3-1-1-20-S,2018-06-07
221,PG,29,28,3,CP,,89,30,30F,burned,3,MV-89-3,1,20,S,MV-89-3-1-1-20-S,2018-06-07,seedbank,,89,30,30F,burned,30,MV-89-3,1,20,S,MV-89-3-1-1-20-S,2018-06-07
223,AG,1,28,3,GB,RAD,CON,control,30C,control,2,GB-RAD-CON-2,3,20,I,GB-RAD-CON-2-3-20-I,2018-06-23,seedbank,RAD,CON,control,30C,control,23,GB-RAD-CON-2,3,20,I,GB-RAD-CON-2-3-20-I,2018-06-23
224,AF,1,28,3,CP,,CON,control,con,control,2,MV-CON-2,2,10,S,MV-CON-2-2-2-10-S,2018-06-07,seedbank,,CON,control,con,control,32,MV-CON-2,2,10,S,MV-CON-2-2-2-10-S,2018-06-07
226,AF,1,29,3,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,2,10,I,GB-RAD-CON-1-2-10-I,2018-06-23,seedbank,RAD,CON,control,30C,control,22,GB-RAD-CON-1,2,10,I,GB-RAD-CON-1-2-10-I,2018-06-23
226,AG,2,29,3,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,2,10,I,GB-RAD-CON-1-2-10-I,2018-06-23,seedbank,RAD,CON,control,30C,control,22,GB-RAD-CON-1,2,10,I,GB-RAD-CON-1-2-10-I,2018-06-23
227,AF,3,29,3,CH,KNT,89,30,30F,burned,2,CH-KNT-89-2,3,10,I,CH-KNT-89-2-3-10-I,2018-10-22,seedbank,KNT,89,30,30F,burned,8,CH-KNT-89-2,3,10,I,CH-KNT-89-2-3-10-I,2018-10-22
228,AF,5,29,3,CH,JCB,CON,control,15C,control,2,CH-JCB-CON-2,1,10,I,CH-JCB-CON-2-1-10-I,2018-10-21,seedbank,JCB,CON,control,15C,control,5,CH-JCB-CON-2,1,10,I,CH-JCB-CON-2-1-10-I,2018-10-21
229,AG,3,29,3,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,3,10,I,SO-GAT-CON-2-3-10-I,2018-09-24,seedbank,GAT,CON,control,30C,control,38,SO-GAT-CON-2,3,10,I,SO-GAT-CON-2-3-10-I,2018-09-24
230,AF,3,29,3,CH,KNT,89,30,30F,burned,1,CH-KNT-89-1,1,10,S,CH-KNT-89-1-1-10-S,2018-10-22,seedbank,KNT,89,30,30F,burned,7,CH-KNT-89-1,1,10,S,CH-KNT-89-1-1-10-S,2018-10-22
231,AF,11,29,3,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,3,20,I,GB-RAD-84-3-3-20-I,2018-06-27,seedbank,RAD,84,30,30F,burned,21,GB-RAD-84-3,3,20,I,GB-RAD-84-3-3-20-I,2018-06-27
231,AG,2,29,3,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,3,20,I,GB-RAD-84-3-3-20-I,2018-06-27,seedbank,RAD,84,30,30F,burned,21,GB-RAD-84-3,3,20,I,GB-RAD-84-3-3-20-I,2018-06-27
231,PF,4,29,3,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,3,20,I,GB-RAD-84-3-3-20-I,2018-06-27,seedbank,RAD,84,30,30F,burned,21,GB-RAD-84-3,3,20,I,GB-RAD-84-3-3-20-I,2018-06-27
232,AF,2,29,3,CH,JCB,1,15,15F,burned,3,CH-JCB-01-3,2,10,I,CH-JCB-01-3-2-10-I,2018-10-20,seedbank,JCB,1,15,15F,burned,3,CH-JCB-01-3,2,10,I,CH-JCB-01-3-2-10-I,2018-10-20
233,AF,1,30,3,CP,,CON,control,con,control,3,MV-CON-3,1,10,I,MV-CON-3-1-1-10-I,2018-06-07,seedbank,,CON,control,con,control,33,MV-CON-3,1,10,I,MV-CON-3-1-1-10-I,2018-06-07
233,PF,1,30,3,CP,,CON,control,con,control,3,MV-CON-3,1,10,I,MV-CON-3-1-1-10-I,2018-06-07,seedbank,,CON,control,con,control,33,MV-CON-3,1,10,I,MV-CON-3-1-1-10-I,2018-06-07
235,PG,5,30,3,GB,OW,1,15,15F,burned,1,GB-OW-01-1,3,20,I,GB-OW-01-1-3-20-I,2018-06-26,seedbank,OW,1,15,15F,burned,13,GB-OW-01-1,3,20,I,GB-OW-01-1-3-20-I,2018-06-26
236,AF,11,30,3,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,3,20,S,SO-GST-CON-2-3-20-S,2018-09-25,seedbank,GST,CON,control,15C,control,44,SO-GST-CON-2,3,20,S,SO-GST-CON-2-3-20-S,2018-09-25
236,AG,10,30,3,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,3,20,S,SO-GST-CON-2-3-20-S,2018-09-25,seedbank,GST,CON,control,15C,control,44,SO-GST-CON-2,3,20,S,SO-GST-CON-2-3-20-S,2018-09-25
236,SH,1,30,3,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,3,20,S,SO-GST-CON-2-3-20-S,2018-09-25,seedbank,GST,CON,control,15C,control,44,SO-GST-CON-2,3,20,S,SO-GST-CON-2-3-20-S,2018-09-25
237,AF,5,30,3,CH,KNT,CON,control,30C,control,1,CH-KNT-CON-1,1,20,S,CH-KNT-CON-1-1-20-S,2018-10-24,seedbank,KNT,CON,control,30C,control,10,CH-KNT-CON-1,1,20,S,CH-KNT-CON-1-1-20-S,2018-10-24
238,AG,15,30,3,SO,GST,5,15,15F,burned,2,SO-GST-05-2,3,20,I,SO-GST-05-2-3-20-I,2018-09-27,seedbank,GST,5,15,15F,burned,41,SO-GST-05-2,3,20,I,SO-GST-05-2-3-20-I,2018-09-27
240,AF,5,30,3,CP,,CON,control,con,control,1,MV-CON-1,3,10,I,MV-CON-1-3-3-10-I,2018-06-08,seedbank,,CON,control,con,control,31,MV-CON-1,3,10,I,MV-CON-1-3-3-10-I,2018-06-08
241,PF,1,31,4,CP,,89,30,30F,burned,3,MV-89-3,2,10,I,MV-89-3-2-2-10-I,2018-06-07,seedbank,,89,30,30F,burned,30,MV-89-3,2,10,I,MV-89-3-2-2-10-I,2018-06-07
241,PG,5,31,4,CP,,89,30,30F,burned,3,MV-89-3,2,10,I,MV-89-3-2-2-10-I,2018-06-07,seedbank,,89,30,30F,burned,30,MV-89-3,2,10,I,MV-89-3-2-2-10-I,2018-06-07
242,SH,3,31,4,SO,GST,5,15,15F,burned,1,SO-GST-05-1,1,20,S,SO-GST-05-1-1-20-S,2018-09-27,seedbank,GST,5,15,15F,burned,40,SO-GST-05-1,1,20,S,SO-GST-05-1-1-20-S,2018-09-27
243,AF,3,31,4,SO,GST,5,15,15F,burned,1,SO-GST-05-1,2,10,S,SO-GST-05-1-2-10-S,2018-09-27,seedbank,GST,5,15,15F,burned,40,SO-GST-05-1,2,10,S,SO-GST-05-1-2-10-S,2018-09-27
243,AG,8,31,4,SO,GST,5,15,15F,burned,1,SO-GST-05-1,2,10,S,SO-GST-05-1-2-10-S,2018-09-27,seedbank,GST,5,15,15F,burned,40,SO-GST-05-1,2,10,S,SO-GST-05-1-2-10-S,2018-09-27
243,SH,3,31,4,SO,GST,5,15,15F,burned,1,SO-GST-05-1,2,10,S,SO-GST-05-1-2-10-S,2018-09-27,seedbank,GST,5,15,15F,burned,40,SO-GST-05-1,2,10,S,SO-GST-05-1-2-10-S,2018-09-27
244,PF,2,31,4,CP,,89,30,30F,burned,3,MV-89-3,3,10,S,MV-89-3-3-3-10-S,2018-06-07,seedbank,,89,30,30F,burned,30,MV-89-3,3,10,S,MV-89-3-3-3-10-S,2018-06-07
244,PG,15,31,4,CP,,89,30,30F,burned,3,MV-89-3,3,10,S,MV-89-3-3-3-10-S,2018-06-07,seedbank,,89,30,30F,burned,30,MV-89-3,3,10,S,MV-89-3-3-3-10-S,2018-06-07
245,AG,3,31,4,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,3,10,I,GB-RAD-84-2-3-10-I,2018-06-23,seedbank,RAD,84,30,30F,burned,20,GB-RAD-84-2,3,10,I,GB-RAD-84-2-3-10-I,2018-06-23
246,AF,3,31,4,CP,,CON,control,con,control,3,MV-CON-3,3,10,I,MV-CON-3-3-3-10-I,2018-06-07,seedbank,,CON,control,con,control,33,MV-CON-3,3,10,I,MV-CON-3-3-3-10-I,2018-06-07
246,PG,2,31,4,CP,,CON,control,con,control,3,MV-CON-3,3,10,I,MV-CON-3-3-3-10-I,2018-06-07,seedbank,,CON,control,con,control,33,MV-CON-3,3,10,I,MV-CON-3-3-3-10-I,2018-06-07
247,AF,6,31,4,GB,RAD,CON,control,30C,control,3,GB-RAD-CON-3,1,20,S,GB-RAD-CON-3-1-20-S,2018-06-24,seedbank,RAD,CON,control,30C,control,24,GB-RAD-CON-3,1,20,S,GB-RAD-CON-3-1-20-S,2018-06-24
247,AG,5,31,4,GB,RAD,CON,control,30C,control,3,GB-RAD-CON-3,1,20,S,GB-RAD-CON-3-1-20-S,2018-06-24,seedbank,RAD,CON,control,30C,control,24,GB-RAD-CON-3,1,20,S,GB-RAD-CON-3-1-20-S,2018-06-24
248,AF,8,31,4,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,2,10,I,SO-GAT-80-1-2-10-I,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,2,10,I,SO-GAT-80-1-2-10-I,2018-09-23
248,AG,2,31,4,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,2,10,I,SO-GAT-80-1-2-10-I,2018-09-23,seedbank,GAT,80,30,30F,burned,34,SO-GAT-80-1,2,10,I,SO-GAT-80-1-2-10-I,2018-09-23
250,PG,2,32,4,GB,OW,1,15,15F,burned,1,GB-OW-01-1,1,10,I,GB-OW-01-1-1-10-I,2018-06-26,seedbank,OW,1,15,15F,burned,13,GB-OW-01-1,1,10,I,GB-OW-01-1-1-10-I,2018-06-26
251,PF,1,32,4,CP,,0,15,15F,burned,1,MV-00-1,3,10,I,MV-00-1-3-3-10-I,2018-06-08,seedbank,,0,15,15F,burned,25,MV-00-1,3,10,I,MV-00-1-3-3-10-I,2018-06-08
252,AF,1,32,4,GB,OW,CON,control,15C,control,2,GB-OW-CON-2,1,20,I,GB-OW-CON-2-1-20-I,2018-06-25,seedbank,OW,CON,control,15C,control,17,GB-OW-CON-2,1,20,I,GB-OW-CON-2-1-20-I,2018-06-25
253,AF,16,32,4,CH,JCB,CON,control,15C,control,1,CH-JCB-CON-1,3,10,I,CH-JCB-CON-1-3-10-I,2018-10-21,seedbank,JCB,CON,control,15C,control,4,CH-JCB-CON-1,3,10,I,CH-JCB-CON-1-3-10-I,2018-10-21
255,AF,1,32,4,CH,KNT,CON,control,30C,control,3,CH-KNT-CON-3,3,20,S,CH-KNT-CON-3-3-20-S,2018-10-24,seedbank,KNT,CON,control,30C,control,12,CH-KNT-CON-3,3,20,S,CH-KNT-CON-3-3-20-S,2018-10-24
256,AF,1,32,4,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,2,10,I,GB-RAD-84-3-2-10-I,2018-06-27,seedbank,RAD,84,30,30F,burned,21,GB-RAD-84-3,2,10,I,GB-RAD-84-3-2-10-I,2018-06-27
256,AG,2,32,4,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,2,10,I,GB-RAD-84-3-2-10-I,2018-06-27,seedbank,RAD,84,30,30F,burned,21,GB-RAD-84-3,2,10,I,GB-RAD-84-3-2-10-I,2018-06-27
256,PF,2,32,4,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,2,10,I,GB-RAD-84-3-2-10-I,2018-06-27,seedbank,RAD,84,30,30F,burned,21,GB-RAD-84-3,2,10,I,GB-RAD-84-3-2-10-I,2018-06-27
256,PG,82,32,4,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,2,10,I,GB-RAD-84-3-2-10-I,2018-06-27,seedbank,RAD,84,30,30F,burned,21,GB-RAD-84-3,2,10,I,GB-RAD-84-3-2-10-I,2018-06-27
257,AF,7,33,4,CH,JCB,1,15,15F,burned,2,CH-JCB-01-2,3,20,S,CH-JCB-01-2-3-20-S,2018-10-19,seedbank,JCB,1,15,15F,burned,2,CH-JCB-01-2,3,20,S,CH-JCB-01-2-3-20-S,2018-10-19
258,PG,1,33,4,GB,OW,1,15,15F,burned,2,GB-OW-01-2,1,10,S,GB-OW-01-2-1-10-S,2018-06-26,seedbank,OW,1,15,15F,burned,14,GB-OW-01-2,1,10,S,GB-OW-01-2-1-10-S,2018-06-26
259,AF,1,33,4,CH,JCB,1,15,15F,burned,1,CH-JCB-01-1,2,20,S,CH-JCB-01-1-2-20-S,2018-10-20,seedbank,JCB,1,15,15F,burned,1,CH-JCB-01-1,2,20,S,CH-JCB-01-1-2-20-S,2018-10-20
260,AF,4,33,4,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,1,20,S,GB-RAD-CON-1-1-20-S,2018-06-23,seedbank,RAD,CON,control,30C,control,22,GB-RAD-CON-1,1,20,S,GB-RAD-CON-1-1-20-S,2018-06-23
260,AG,1,33,4,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,1,20,S,GB-RAD-CON-1-1-20-S,2018-06-23,seedbank,RAD,CON,control,30C,control,22,GB-RAD-CON-1,1,20,S,GB-RAD-CON-1-1-20-S,2018-06-23
261,PF,1,33,4,GB,RAD,CON,control,30C,control,3,GB-RAD-CON-3,2,10,S,GB-RAD-CON-3-2-10-S,2018-06-24,seedbank,RAD,CON,control,30C,control,24,GB-RAD-CON-3,2,10,S,GB-RAD-CON-3-2-10-S,2018-06-24
262,AF,16,33,4,CP,,89,30,30F,burned,2,MV-89-2,2,20,S,MV-89-2-2-2-20-S,2018-06-07,seedbank,,89,30,30F,burned,29,MV-89-2,2,20,S,MV-89-2-2-2-20-S,2018-06-07
262,AG,3,33,4,CP,,89,30,30F,burned,2,MV-89-2,2,20,S,MV-89-2-2-2-20-S,2018-06-07,seedbank,,89,30,30F,burned,29,MV-89-2,2,20,S,MV-89-2-2-2-20-S,2018-06-07
262,PF,13,33,4,CP,,89,30,30F,burned,2,MV-89-2,2,20,S,MV-89-2-2-2-20-S,2018-06-07,seedbank,,89,30,30F,burned,29,MV-89-2,2,20,S,MV-89-2-2-2-20-S,2018-06-07
262,PG,2,33,4,CP,,89,30,30F,burned,2,MV-89-2,2,20,S,MV-89-2-2-2-20-S,2018-06-07,seedbank,,89,30,30F,burned,29,MV-89-2,2,20,S,MV-89-2-2-2-20-S,2018-06-07
263,AF,1,33,4,GB,OW,1,15,15F,burned,1,GB-OW-01-1,1,20,S,GB-OW-01-1-1-20-S,2018-06-26,seedbank,OW,1,15,15F,burned,13,GB-OW-01-1,1,20,S,GB-OW-01-1-1-20-S,2018-06-26
263,PG,4,33,4,GB,OW,1,15,15F,burned,1,GB-OW-01-1,1,20,S,GB-OW-01-1-1-20-S,2018-06-26,seedbank,OW,1,15,15F,burned,13,GB-OW-01-1,1,20,S,GB-OW-01-1-1-20-S,2018-06-26
265,AF,9,34,4,CH,KNT,CON,control,30C,control,3,CH-KNT-CON-3,1,20,I,CH-KNT-CON-3-1-20-I,2018-10-24,seedbank,KNT,CON,control,30C,control,12,CH-KNT-CON-3,1,20,I,CH-KNT-CON-3-1-20-I,2018-10-24
266,AF,7,34,4,CH,KNT,CON,control,30C,control,1,CH-KNT-CON-1,2,10,I,CH-KNT-CON-1-2-10-I,2018-10-24,seedbank,KNT,CON,control,30C,control,10,CH-KNT-CON-1,2,10,I,CH-KNT-CON-1-2-10-I,2018-10-24
267,AF,7,34,4,CH,KNT,CON,control,30C,control,1,CH-KNT-CON-1,1,10,I,CH-KNT-CON-1-1-10-I,2018-10-24,seedbank,KNT,CON,control,30C,control,10,CH-KNT-CON-1,1,10,I,CH-KNT-CON-1-1-10-I,2018-10-24
268,AF,28,34,4,SO,GAT,80,30,30F,burned,2,SO-GAT-80-2,3,10,I,SO-GAT-80-2-3-10-I,2018-09-23,seedbank,GAT,80,30,30F,burned,35,SO-GAT-80-2,3,10,I,SO-GAT-80-2-3-10-I,2018-09-23
268,AG,3,34,4,SO,GAT,80,30,30F,burned,2,SO-GAT-80-2,3,10,I,SO-GAT-80-2-3-10-I,2018-09-23,seedbank,GAT,80,30,30F,burned,35,SO-GAT-80-2,3,10,I,SO-GAT-80-2-3-10-I,2018-09-23
270,AF,2,34,4,CP,,CON,control,con,control,3,MV-CON-3,2,20,I,MV-CON-3-2-2-20-I,2018-06-07,seedbank,,CON,control,con,control,33,MV-CON-3,2,20,I,MV-CON-3-2-2-20-I,2018-06-07
